IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
13.244.64.177,8080,0,false,ORD,North America,Chicago,309,0.00
51.20.187.148,80,0,false,ORD,North America,Chicago,202,0.00
51.20.187.148,2052,0,false,ORD,North America,Chicago,196,0.00
13.245.171.96,80,0,false,ORD,North America,Chicago,315,0.00
13.246.221.196,80,0,false,ORD,North America,Chicago,311,0.00
13.246.198.197,2086,0,false,ORD,North America,Chicago,320,0.00
13.245.207.52,2086,0,false,ORD,North America,Chicago,312,0.00
13.247.19.136,80,0,false,ORD,North America,Chicago,316,0.00
13.245.87.217,8880,0,false,ORD,North America,Chicago,314,0.00
51.20.187.148,2086,0,false,ORD,North America,Chicago,201,0.00
13.244.64.177,2083,0,false,ORD,North America,Chicago,321,0.00
13.244.59.160,8080,0,false,ORD,North America,Chicago,320,0.00
13.246.38.255,2086,0,false,ORD,North America,Chicago,311,0.00
13.245.82.138,2083,0,false,ORD,North America,Chicago,317,0.00
13.244.104.215,2052,0,false,ORD,North America,Chicago,317,0.00
13.245.9.99,2083,0,false,ORD,North America,Chicago,320,0.00
13.244.112.103,443,0,false,ORD,North America,Chicago,309,0.00
13.246.15.232,2087,0,false,ORD,North America,Chicago,309,0.00
13.246.226.117,2086,0,false,ORD,North America,Chicago,310,0.00
13.246.221.196,2053,0,false,ORD,North America,Chicago,317,0.00
13.245.171.96,2096,0,false,ORD,North America,Chicago,308,0.00
51.20.187.148,443,0,false,ORD,North America,Chicago,206,0.00
13.244.59.160,2082,0,false,ORD,North America,Chicago,315,0.00
13.244.104.215,443,0,false,ORD,North America,Chicago,318,0.00
13.245.171.96,8880,0,false,ORD,North America,Chicago,321,0.00
13.246.226.117,2053,0,false,ORD,North America,Chicago,313,0.00
13.246.12.102,443,0,false,ORD,North America,Chicago,309,0.00
13.246.226.117,2095,0,false,ORD,North America,Chicago,312,0.00
13.245.28.205,2052,0,false,ORD,North America,Chicago,321,0.00
13.246.226.117,2082,0,false,ORD,North America,Chicago,315,0.00
13.245.28.205,2083,0,false,ORD,North America,Chicago,312,0.00
13.244.112.43,2087,0,false,ORD,North America,Chicago,318,0.00
13.244.61.161,2052,0,false,ORD,North America,Chicago,312,0.00
13.246.198.197,8443,0,false,ORD,North America,Chicago,319,0.00
13.244.59.160,443,0,false,ORD,North America,Chicago,318,0.00
13.245.164.198,2052,0,false,ORD,North America,Chicago,311,0.00
13.245.207.52,80,0,false,ORD,North America,Chicago,319,0.00
13.245.87.217,2083,0,false,ORD,North America,Chicago,310,0.00
13.245.6.75,2095,0,false,ORD,North America,Chicago,322,0.00
13.246.35.173,2096,0,false,ORD,North America,Chicago,314,0.00
13.245.87.217,2052,0,false,ORD,North America,Chicago,315,0.00
13.245.171.96,2083,0,false,ORD,North America,Chicago,311,0.00
13.246.226.175,8880,0,false,ORD,North America,Chicago,317,0.00
13.245.171.96,2052,0,false,ORD,North America,Chicago,318,0.00
13.244.98.139,443,0,false,ORD,North America,Chicago,313,0.00
13.246.38.255,2087,0,false,ORD,North America,Chicago,320,0.00
13.245.28.254,2053,0,false,ORD,North America,Chicago,316,0.00
13.245.8.218,2082,0,false,ORD,North America,Chicago,319,0.00
13.246.35.173,2053,0,false,ORD,North America,Chicago,312,0.00
51.20.187.148,2083,0,false,ORD,North America,Chicago,202,0.00
13.246.12.102,8443,0,false,ORD,North America,Chicago,325,0.00
13.246.226.175,80,0,false,ORD,North America,Chicago,317,0.00
13.245.28.205,2095,0,false,ORD,North America,Chicago,315,0.00
13.246.201.148,80,0,false,ORD,North America,Chicago,314,0.00
51.20.187.148,8880,0,false,ORD,North America,Chicago,207,0.00
51.20.187.148,2082,0,false,ORD,North America,Chicago,195,0.00
13.246.198.197,2096,0,false,ORD,North America,Chicago,313,0.00
51.20.187.148,2095,0,false,ORD,North America,Chicago,195,0.00
13.244.112.43,2082,0,false,ORD,North America,Chicago,318,0.00
13.245.171.96,443,0,false,ORD,North America,Chicago,314,0.00
13.245.237.4,2053,0,false,ORD,North America,Chicago,319,0.00
13.245.207.52,2053,0,false,ORD,North America,Chicago,318,0.00
13.246.198.197,2083,0,false,ORD,North America,Chicago,318,0.00
13.244.95.226,2083,0,false,ORD,North America,Chicago,313,0.00
13.244.64.177,2052,0,false,ORD,North America,Chicago,313,0.00
13.244.95.226,8080,0,false,ORD,North America,Chicago,315,0.00
13.246.201.148,2083,0,false,ORD,North America,Chicago,312,0.00
13.245.164.198,2083,0,false,ORD,North America,Chicago,314,0.00
13.245.164.198,2096,0,false,ORD,North America,Chicago,312,0.00
13.245.8.218,8080,0,false,ORD,North America,Chicago,319,0.00
51.20.187.148,2096,0,false,ORD,North America,Chicago,200,0.00
13.246.201.148,8080,0,false,ORD,North America,Chicago,316,0.00
13.246.221.196,2095,0,false,ORD,North America,Chicago,313,0.00
13.244.98.139,2053,0,false,ORD,North America,Chicago,314,0.00
13.246.226.117,2096,0,false,ORD,North America,Chicago,317,0.00
13.246.240.4,2087,0,false,ORD,North America,Chicago,312,0.00
13.245.28.205,8443,0,false,ORD,North America,Chicago,315,0.00
13.247.61.12,2083,0,false,ORD,North America,Chicago,322,0.00
13.246.198.197,2087,0,false,ORD,North America,Chicago,314,0.00
13.244.95.226,2053,0,false,ORD,North America,Chicago,315,0.00
13.244.61.161,8880,0,false,ORD,North America,Chicago,323,0.00
13.245.9.99,443,0,false,ORD,North America,Chicago,318,0.00
13.244.104.215,2087,0,false,ORD,North America,Chicago,322,0.00
13.247.62.71,2083,0,false,ORD,North America,Chicago,318,0.00
13.245.8.218,2086,0,false,ORD,North America,Chicago,317,0.00
13.244.95.226,2082,0,false,ORD,North America,Chicago,312,0.00
13.245.207.52,2096,0,false,ORD,North America,Chicago,313,0.00
13.246.35.173,443,0,false,ORD,North America,Chicago,326,0.00
13.244.98.139,2082,0,false,ORD,North America,Chicago,318,0.00
13.246.221.196,2052,0,false,ORD,North America,Chicago,315,0.00
13.246.198.197,80,0,false,ORD,North America,Chicago,318,0.00
13.244.104.215,2086,0,false,ORD,North America,Chicago,313,0.00
13.246.15.232,80,0,false,ORD,North America,Chicago,316,0.00
13.247.67.27,2087,0,false,ORD,North America,Chicago,311,0.00
13.244.61.161,8080,0,false,ORD,North America,Chicago,319,0.00
13.246.240.4,2086,0,false,ORD,North America,Chicago,313,0.00
13.245.8.218,2087,0,false,ORD,North America,Chicago,314,0.00
13.246.35.173,8880,0,false,ORD,North America,Chicago,311,0.00
13.244.61.161,80,0,false,ORD,North America,Chicago,316,0.00
13.245.237.4,8880,0,false,ORD,North America,Chicago,312,0.00
13.246.12.102,8080,0,false,ORD,North America,Chicago,319,0.00
13.245.28.205,443,0,false,ORD,North America,Chicago,319,0.00
13.246.15.232,443,0,false,ORD,North America,Chicago,315,0.00
13.244.61.161,2053,0,false,ORD,North America,Chicago,316,0.00
13.244.98.139,2095,0,false,ORD,North America,Chicago,315,0.00
13.246.209.48,80,0,false,ORD,North America,Chicago,313,0.00
13.245.164.198,2095,0,false,ORD,North America,Chicago,315,0.00
13.245.8.218,2052,0,false,ORD,North America,Chicago,317,0.00
13.245.164.198,443,0,false,ORD,North America,Chicago,312,0.00
13.247.67.27,2052,0,false,ORD,North America,Chicago,319,0.00
13.244.59.160,2083,0,false,ORD,North America,Chicago,314,0.00
13.245.207.52,2052,0,false,ORD,North America,Chicago,317,0.00
13.245.6.75,2053,0,false,ORD,North America,Chicago,307,0.00
13.246.38.255,2052,0,false,ORD,North America,Chicago,316,0.00
13.245.8.218,80,0,false,ORD,North America,Chicago,322,0.00
13.247.67.27,443,0,false,ORD,North America,Chicago,308,0.00
13.244.95.226,8443,0,false,ORD,North America,Chicago,308,0.00
13.246.198.197,2052,0,false,ORD,North America,Chicago,322,0.00
13.245.8.218,8880,0,false,ORD,North America,Chicago,314,0.00
13.244.98.139,2083,0,false,ORD,North America,Chicago,318,0.00
13.245.28.254,2082,0,false,ORD,North America,Chicago,311,0.00
13.245.9.99,2086,0,false,ORD,North America,Chicago,315,0.00
18.162.36.87,80,0,false,HKG,Asia Pacific,Hong Kong,39,0.00
13.245.8.218,2095,0,false,ORD,North America,Chicago,312,0.00
13.245.171.96,2087,0,false,ORD,North America,Chicago,319,0.00
13.246.15.232,2053,0,false,ORD,North America,Chicago,316,0.00
13.247.67.27,2053,0,false,ORD,North America,Chicago,313,0.00
13.244.98.139,8443,0,false,ORD,North America,Chicago,315,0.00
13.244.61.161,2095,0,false,ORD,North America,Chicago,308,0.00
13.246.226.117,8880,0,false,ORD,North America,Chicago,308,0.00
13.244.61.161,8443,0,false,ORD,North America,Chicago,314,0.00
13.246.12.102,2096,0,false,ORD,North America,Chicago,323,0.00
13.247.67.27,2086,0,false,ORD,North America,Chicago,315,0.00
13.245.207.52,2082,0,false,ORD,North America,Chicago,309,0.00
13.245.6.75,443,0,false,ORD,North America,Chicago,321,0.00
13.245.82.138,2082,0,false,ORD,North America,Chicago,317,0.00
13.244.59.160,2096,0,false,ORD,North America,Chicago,314,0.00
13.245.207.52,443,0,false,ORD,North America,Chicago,327,0.00
13.246.35.173,8443,0,false,ORD,North America,Chicago,315,0.00
13.244.98.139,2096,0,false,ORD,North America,Chicago,312,0.00
13.246.198.197,443,0,false,ORD,North America,Chicago,318,0.00
13.245.208.202,80,0,false,ORD,North America,Chicago,312,0.00
13.246.35.173,2082,0,false,ORD,North America,Chicago,313,0.00
13.246.201.148,443,0,false,ORD,North America,Chicago,313,0.00
13.245.87.217,2082,0,false,ORD,North America,Chicago,318,0.00
13.244.104.215,2083,0,false,ORD,North America,Chicago,318,0.00
13.246.201.148,2053,0,false,ORD,North America,Chicago,312,0.00
13.244.112.43,8080,0,false,ORD,North America,Chicago,316,0.00
13.246.221.196,443,0,false,ORD,North America,Chicago,313,0.00
13.246.12.102,2052,0,false,ORD,North America,Chicago,315,0.00
13.246.15.232,2052,0,false,ORD,North America,Chicago,313,0.00
13.245.28.254,443,0,false,ORD,North America,Chicago,321,0.00
13.245.207.52,2095,0,false,ORD,North America,Chicago,311,0.00
13.244.112.103,2083,0,false,ORD,North America,Chicago,318,0.00
13.245.82.138,2096,0,false,ORD,North America,Chicago,312,0.00
13.244.61.161,443,0,false,ORD,North America,Chicago,319,0.00
13.245.171.96,2082,0,false,ORD,North America,Chicago,314,0.00
13.245.28.254,2095,0,false,ORD,North America,Chicago,320,0.00
13.246.201.148,2052,0,false,ORD,North America,Chicago,324,0.00
13.244.61.161,2083,0,false,ORD,North America,Chicago,322,0.00
13.245.87.217,80,0,false,ORD,North America,Chicago,318,0.00
13.246.12.102,2083,0,false,ORD,North America,Chicago,309,0.00
13.245.87.217,2053,0,false,ORD,North America,Chicago,312,0.00
13.245.9.99,80,0,false,ORD,North America,Chicago,312,0.00
13.245.6.75,2083,0,false,ORD,North America,Chicago,320,0.00
13.245.9.99,8880,0,false,ORD,North America,Chicago,313,0.00
13.246.15.232,8080,0,false,ORD,North America,Chicago,311,0.00
13.245.87.217,443,0,false,ORD,North America,Chicago,311,0.00
13.247.67.27,2096,0,false,ORD,North America,Chicago,321,0.00
13.245.87.217,2086,0,false,ORD,North America,Chicago,324,0.00
13.245.82.138,8443,0,false,ORD,North America,Chicago,321,0.00
13.247.67.27,8080,0,false,ORD,North America,Chicago,328,0.00
13.246.12.102,2095,0,false,ORD,North America,Chicago,315,0.00
13.245.28.254,8880,0,false,ORD,North America,Chicago,317,0.00
13.246.240.4,8443,0,false,ORD,North America,Chicago,317,0.00
13.246.221.196,8880,0,false,ORD,North America,Chicago,313,0.00
13.245.28.254,80,0,false,ORD,North America,Chicago,313,0.00
13.245.86.138,80,0,false,ORD,North America,Chicago,317,0.00
13.245.6.75,8880,0,false,ORD,North America,Chicago,316,0.00
13.244.59.160,2087,0,false,ORD,North America,Chicago,313,0.00
13.245.28.254,8080,0,false,ORD,North America,Chicago,315,0.00
13.246.226.117,2083,0,false,ORD,North America,Chicago,315,0.00
13.244.112.43,2095,0,false,ORD,North America,Chicago,313,0.00
13.245.6.75,80,0,false,ORD,North America,Chicago,317,0.00
13.245.6.75,2052,0,false,ORD,North America,Chicago,311,0.00
13.246.226.175,2053,0,false,ORD,North America,Chicago,319,0.00
13.246.240.4,2082,0,false,ORD,North America,Chicago,316,0.00
13.245.6.75,8443,0,false,ORD,North America,Chicago,308,0.00
13.246.221.196,8080,0,false,ORD,North America,Chicago,320,0.00
13.245.28.205,2096,0,false,ORD,North America,Chicago,314,0.00
13.245.9.99,2087,0,false,ORD,North America,Chicago,311,0.00
13.244.112.103,8080,0,false,ORD,North America,Chicago,314,0.00
13.244.95.226,2095,0,false,ORD,North America,Chicago,317,0.00
13.245.28.205,80,0,false,ORD,North America,Chicago,328,0.00
13.246.12.102,2053,0,false,ORD,North America,Chicago,316,0.00
13.246.12.102,2087,0,false,ORD,North America,Chicago,314,0.00
13.245.82.138,2053,0,false,ORD,North America,Chicago,318,0.00
13.245.28.205,8880,0,false,ORD,North America,Chicago,315,0.00
13.244.61.161,2082,0,false,ORD,North America,Chicago,315,0.00
13.247.67.27,2082,0,false,ORD,North America,Chicago,315,0.00
13.246.12.102,2086,0,false,ORD,North America,Chicago,312,0.00
13.247.61.12,2096,0,false,ORD,North America,Chicago,320,0.00
13.244.64.177,2086,0,false,ORD,North America,Chicago,322,0.00
13.246.198.197,2082,0,false,ORD,North America,Chicago,313,0.00
13.244.61.161,2087,0,false,ORD,North America,Chicago,318,0.00
13.246.240.4,2096,0,false,ORD,North America,Chicago,319,0.00
13.245.6.75,2086,0,false,ORD,North America,Chicago,309,0.00
13.247.61.12,2082,0,false,ORD,North America,Chicago,309,0.00
13.246.240.4,2095,0,false,ORD,North America,Chicago,317,0.00
13.246.198.197,8080,0,false,ORD,North America,Chicago,316,0.00
13.244.98.139,2052,0,false,ORD,North America,Chicago,313,0.00
13.245.28.254,2086,0,false,ORD,North America,Chicago,320,0.00
13.245.207.52,2083,0,false,ORD,North America,Chicago,313,0.00
13.244.95.226,2086,0,false,ORD,North America,Chicago,315,0.00
13.244.98.139,8080,0,false,ORD,North America,Chicago,315,0.00
13.246.240.4,443,0,false,ORD,North America,Chicago,313,0.00
13.246.201.148,2087,0,false,ORD,North America,Chicago,316,0.00
13.246.240.4,8080,0,false,ORD,North America,Chicago,311,0.00
13.244.95.226,2052,0,false,ORD,North America,Chicago,313,0.00
13.245.164.198,8880,0,false,ORD,North America,Chicago,315,0.00
13.246.15.232,8443,0,false,ORD,North America,Chicago,314,0.00
13.245.87.217,2095,0,false,ORD,North America,Chicago,320,0.00
13.247.61.12,80,0,false,ORD,North America,Chicago,313,0.00
13.244.95.226,2087,0,false,ORD,North America,Chicago,318,0.00
13.245.8.218,443,0,false,ORD,North America,Chicago,322,0.00
13.246.201.148,2082,0,false,ORD,North America,Chicago,318,0.00
13.244.104.215,80,0,false,ORD,North America,Chicago,318,0.00
13.246.201.148,8443,0,false,ORD,North America,Chicago,318,0.00
13.245.9.99,2096,0,false,ORD,North America,Chicago,312,0.00
13.245.6.75,2082,0,false,ORD,North America,Chicago,315,0.00
13.246.221.196,2096,0,false,ORD,North America,Chicago,313,0.00
13.244.59.160,8880,0,false,ORD,North America,Chicago,318,0.00
13.247.61.12,2095,0,false,ORD,North America,Chicago,312,0.00
13.247.61.12,2087,0,false,ORD,North America,Chicago,319,0.00
13.245.9.99,8080,0,false,ORD,North America,Chicago,313,0.00
13.244.95.226,80,0,false,ORD,North America,Chicago,310,0.00
13.246.89.44,80,0,false,ORD,North America,Chicago,318,0.00
13.245.82.138,443,0,false,ORD,North America,Chicago,312,0.00
13.247.67.27,2095,0,false,ORD,North America,Chicago,315,0.00
13.247.67.27,8443,0,false,ORD,North America,Chicago,312,0.00
13.245.87.217,8080,0,false,ORD,North America,Chicago,313,0.00
13.246.226.117,2087,0,false,ORD,North America,Chicago,314,0.00
13.245.171.96,2053,0,false,ORD,North America,Chicago,317,0.00
13.245.87.217,2096,0,false,ORD,North America,Chicago,315,0.00
13.246.226.117,443,0,false,ORD,North America,Chicago,314,0.00
13.246.198.197,2095,0,false,ORD,North America,Chicago,315,0.00
13.244.112.43,80,0,false,ORD,North America,Chicago,318,0.00
13.245.82.138,2086,0,false,ORD,North America,Chicago,322,0.00
13.244.61.161,2096,0,false,ORD,North America,Chicago,310,0.00
13.244.59.160,2052,0,false,ORD,North America,Chicago,315,0.00
13.244.95.226,8880,0,false,ORD,North America,Chicago,314,0.00
13.246.226.175,2086,0,false,ORD,North America,Chicago,310,0.00
13.245.8.218,2053,0,false,ORD,North America,Chicago,321,0.00
13.247.61.12,8080,0,false,ORD,North America,Chicago,313,0.00
13.245.164.198,2086,0,false,ORD,North America,Chicago,311,0.00
13.247.61.12,8443,0,false,ORD,North America,Chicago,316,0.00
13.245.9.99,2095,0,false,ORD,North America,Chicago,325,0.00
13.245.207.52,2087,0,false,ORD,North America,Chicago,307,0.00
13.245.82.138,8080,0,false,ORD,North America,Chicago,313,0.00
13.246.240.4,8880,0,false,ORD,North America,Chicago,317,0.00
13.244.95.226,2096,0,false,ORD,North America,Chicago,314,0.00
13.246.198.197,2053,0,false,ORD,North America,Chicago,315,0.00
13.244.59.160,8443,0,false,ORD,North America,Chicago,314,0.00
13.244.59.160,80,0,false,ORD,North America,Chicago,315,0.00
13.245.6.75,8080,0,false,ORD,North America,Chicago,309,0.00
13.246.12.102,80,0,false,ORD,North America,Chicago,317,0.00
13.245.87.217,2087,0,false,ORD,North America,Chicago,319,0.00
13.246.15.232,2095,0,false,ORD,North America,Chicago,314,0.00
13.245.8.218,2083,0,false,ORD,North America,Chicago,314,0.00
13.245.6.75,2096,0,false,ORD,North America,Chicago,317,0.00
13.247.61.12,2052,0,false,ORD,North America,Chicago,320,0.00
13.245.28.205,2086,0,false,ORD,North America,Chicago,315,0.00
13.245.9.99,2053,0,false,ORD,North America,Chicago,313,0.00
13.245.9.99,8443,0,false,ORD,North America,Chicago,313,0.00
13.246.15.232,2083,0,false,ORD,North America,Chicago,320,0.00
13.247.67.27,8880,0,false,ORD,North America,Chicago,312,0.00
13.245.237.4,80,0,false,ORD,North America,Chicago,320,0.00
13.247.67.27,2083,0,false,ORD,North America,Chicago,319,0.00
13.246.15.232,8880,0,false,ORD,North America,Chicago,320,0.00
13.245.9.99,2082,0,false,ORD,North America,Chicago,314,0.00
